title_compound,Open,High,Low,Close,Adj Close,Volume
0.0,0.13752299547195435,0.1475919932126999,0.13725000619888306,0.14750300347805023,0.14750300347805023,580740990.0
0.10955999999999999,0.14753299951553345,0.15014000236988068,0.14541000127792358,0.1471409946680069,0.1471409946680069,587009429.0
0.10955999999999999,0.1471399962902069,0.1547749936580658,0.14525799453258514,0.15376999974250793,0.15376999974250793,757004142.0
0.07482222222222222,0.1538030058145523,0.17158600687980652,0.15174099802970886,0.1655779927968979,0.1655779927968979,1791358822.0
0.19313333333333332,0.16560600697994232,0.16914500296115875,0.15370899438858032,0.15840500593185425,0.15840500593185425,1190116000.0
0.2049,0.15835699439048767,0.16070400178432465,0.15503500401973724,0.1591230034828186,0.1591230034828186,778670798.0
0.27504,0.15914499759674072,0.16043700277805328,0.1514970064163208,0.15188899636268616,0.15188899636268616,1053630584.0
0.0086,0.15189500153064728,0.15406900644302368,0.14334900677204132,0.14484700560569763,0.14484700560569763,776730555.0
0.2562666666666667,0.14485600590705872,0.14701299369335175,0.14167800545692444,0.14440500736236572,0.14440500736236572,602699408.0
0.0,0.14437900483608246,0.15735399723052979,0.14403100311756134,0.14894799888134003,0.14894799888134003,1581065491.0
0.1585,0.14886899292469025,0.15013200044631958,0.14364899694919586,0.14600299298763275,0.14600299298763275,898042727.0
0.30784999999999996,0.14599600434303284,0.15219900012016296,0.14520299434661865,0.151760995388031,0.151760995388031,674961496.0
0.2023,0.15177899599075317,0.1518239974975586,0.14677099883556366,0.14909499883651733,0.14909499883651733,505588732.0
-0.09974,0.14904999732971191,0.1498890072107315,0.1380710005760193,0.1385519951581955,0.1385519951581955,721382126.0
-0.17,0.13859400153160095,0.14209699630737305,0.1369599997997284,0.1387680023908615,0.1387680023908615,563817289.0
0.3818,0.13876399397850037,0.145906001329422,0.13875100016593933,0.14120599627494812,0.14120599627494812,655782652.0
0.0,0.14119699597358704,0.14119699597358704,0.13585199415683746,0.13686800003051758,0.13686800003051758,490138547.0
-0.07655,0.13683800399303436,0.14134499430656433,0.1282459944486618,0.12849000096321106,0.12849000096321106,913773124.0
-0.08333333333333333,0.12848800420761108,0.13169600069522858,0.1253650039434433,0.13155299425125122,0.13155299425125122,711967119.0
0.30086666666666667,0.13156099617481232,0.1353369951248169,0.12784600257873535,0.12784600257873535,0.12784600257873535,587472906.0
0.12906666666666666,0.12782099843025208,0.1278509944677353,0.10955499857664108,0.12381300330162048,0.12381300330162048,2046477370.0
0.050575,0.1238429993391037,0.12818099558353424,0.12098299711942673,0.12757599353790283,0.12757599353790283,805161073.0
0.0,0.12756800651550293,0.1300709992647171,0.12619900703430176,0.12764699757099152,0.12764699757099152,535575654.0
0.0,0.12763899564743042,0.12823499739170074,0.12205299735069275,0.12311100214719772,0.12311100214719772,592809151.0
0.0,0.12311799824237823,0.13447900116443634,0.12195400148630142,0.13315600156784058,0.13315600156784058,765755924.0
0.0,0.13317400217056274,0.13773000240325928,0.13046200573444366,0.1339379996061325,0.1339379996061325,876604512.0
0.2467222222222222,0.13396400213241577,0.1362140029668808,0.13123199343681335,0.1329900026321411,0.1329900026321411,709536320.0
0.12974444444444444,0.1329980045557022,0.13364900648593903,0.12781000137329102,0.12961000204086304,0.12961000204086304,518193386.0
-0.08333333333333333,,,,,,
